ageOfWife;ageOfHusband;AgeOfWife1stbirth;AgeofHusband1stbirth;educationWife;educationHusband;FrequencyInternetWife;FrequencyInternetHusband;Wealth;TypeofPlace;Totalchildren;Agechild;Sexthefirstchild
39;41;21;23;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Urban;5;5;F
28;30;22;24;Primary;Secondary;NotAtAll;AlmostEveryday;Poorer;Urban;2;6;F
28;30;24;26;Secondary;Primary;NotAtAll;At least once a week;Poorer;Urban;1;4;M
40;43;20;22;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;19;M
36;39;29;20;Primary;Primary;NotAtAll;AlmostEveryday;Middle;Rural;1;7;M
26;28;19;22;Secondary;Secondary;onceAweek;NotAtAll;Poorer;Rural;1;6;M
49;50;22;23;No education;No education;NotAtAll;NotAtAll;Poorest;Rural;4;27;F
34;34;26;26;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;7;M
34;41;23;31;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;10;M
41;47;24;30;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;17;M
43;44;16;18;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;4;26;M
43;40;35;32;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;8;M
35;45;27;21;Secondary;Secondary;onceAweek;AlmostEveryday;Poorer;Rural;2;7;F
39;41;29;32;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;9;F
24;28;22;26;Secondary;Secondary;onceAweek;NotAtAll;Poorest;Rural;1;2;F
35;35;28;28;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;7;M
39;45;28;34;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;11;F
40;44;27;32;Secondary;Higher;onceAweek;AlmostEveryday;Richest;Rural;1;12;F
40;48;19;27;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Rural;4;20;F
36;46;18;29;Primary;Secondary;NotAtAll;NotAtAll;Richest;Rural;3;17;M
41;47;19;25;Secondary;Higher;onceAweek;AlmostEveryday;Richest;Rural;2;22;M
48;37;26;27;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;21;M
35;43;19;35;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;2;15;F
36;38;18;19;Primary;Secondary;NotAtAll;NotAtAll;Richest;Urban;2;17;M
26;29;20;24;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Richer;Urban;1;6;M
26;28;19;21;Secondary;Secondary;NotAtAll;At least once a week;Poorer;Urban;2;7;F
30;37;17;24;Secondary;Secondary;NotAtAll;At least once a week;Middle;Urban;3;13;F
49;53;16;19;No education;No education;NotAtAll;NotAtAll;Poorest;Urban;4;23;F
37;45;19;24;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Urban;3;17;M
41;46;15;20;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;4;25;F
38;40;18;19;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;17;F
29;35;16;23;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;12;M
46;48;24;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;21;F
21;25;21;25;Higher;Higher;LessThanOnceAweek;AlmostEveryday;Poorest;Rural;1;0;M
37;47;17;28;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;19;F
34;31;26;23;Secondary;Secondary;LessThanOnceAweek;LessThanOnceAweek;Richer;Rural;2;5;M
45;48;22;26;Secondary;Higher;NotAtAll;NotAtAll;Richer;Urban;2;22;F
32;36;24;29;Higher;Secondary;NotAtAll;LessThanOnceAweek;Poorer;Urban;2;7;F
28;40;18;31;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;9;M
39;40;21;23;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;17;F
32;39;17;25;No education;No education;NotAtAll;NotAtAll;Middle;Rural;2;14;M
44;46;18;21;No education;No education;NotAtAll;NotAtAll;Poorer;Rural;4;24;M
45;48;15;18;No education;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;30;M
23;24;15;24;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;7;F
33;40;25;24;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;7;M
48;54;14;20;Primary;Secondary;NotAtAll;NotAtAll;Middle;Rural;3;34;M
21;27;18;25;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;2;F
35;47;17;29;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;17;M
38;47;17;34;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;21;M
30;35;11;16;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;18;F
34;38;21;25;Secondary;Higher;AlmostEveryday;At least once a week;Richest;Urban;2;13;F
26;36;20;29;Secondary;Secondary;onceAweek;NotAtAll;Poorer;Urban;2;5;F
28;44;21;33;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;1;7;M
40;44;19;24;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;20;M
30;34;16;20;Primary;Secondary;NotAtAll;NotAtAll;Middle;Rural;3;14;F
43;46;22;25;Secondary;Higher;NotAtAll;At least once a week;Richer;Rural;2;21;M
42;43;27;27;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Rural;2;15;F
41;43;21;19;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Richer;Rural;3;19;M
45;46;21;23;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Rural;2;24;M
42;38;25;22;Secondary;Secondary;NotAtAll;At least once a week;Richer;Rural;1;16;M
46;52;19;25;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;27;F
33;35;25;28;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;7;M
26;33;22;29;Secondary;Secondary;LessThanOnceAweek;At least once a week;Poorer;Rural;2;3;M
49;51;20;22;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;4;29;M
30;37;25;33;Secondary;Primary;NotAtAll;NotAtAll;Middle;Rural;1;4;F
29;31;27;29;Secondary;Secondary;AlmostEveryday;NotAtAll;Middle;Rural;1;2;F
31;33;25;28;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;6;M
32;44;17;29;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;2;14;F
36;40;20;24;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Urban;1;16;F
27;28;26;27;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Middle;Urban;1;0;M
41;43;32;34;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Urban;2;9;M
49;48;18;17;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;5;31;F
46;52;28;34;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;3;F
27;36;21;30;Higher;Higher;onceAweek;AlmostEveryday;Richer;Rural;2;6;M
32;36;27;32;Primary;Primary;onceAweek;NotAtAll;Middle;Rural;1;4;F
26;50;20;39;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;6;F
37;48;19;23;No education;No education;NotAtAll;NotAtAll;Poorest;Rural;2;18;F
33;39;17;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;16;F
38;41;30;33;Secondary;Primary;NotAtAll;NotAtAll;Middle;Urban;1;8;F
39;35;34;32;Primary;Secondary;NotAtAll;At least once a week;Middle;Urban;2;4;M
33;38;14;19;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;18;M
39;39;21;20;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;3;16;M
22;32;19;29;Secondary;Higher;onceAweek;NotAtAll;Poorer;Urban;1;3;M
47;52;19;22;No education;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;25;M
31;33;20;21;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Urban;2;11;F
41;48;22;29;Higher;Higher;LessThanOnceAweek;At least once a week;Richest;Urban;3;19;M
31;42;21;19;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;2;10;F
45;46;28;30;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;2;16;F
34;39;23;29;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;10;M
45;45;17;17;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;6;26;F
39;41;19;21;Primary;Higher;NotAtAll;NotAtAll;Poorer;Urban;2;20;M
26;31;19;24;Secondary;Primary;NotAtAll;At least once a week;Poorest;Urban;2;7;M
44;46;21;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;3;22;F
22;30;20;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Urban;2;1;F
48;47;20;20;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;5;26;M
42;51;18;27;Secondary;Higher;NotAtAll;At least once a week;Richer;Urban;7;22;M
28;35;20;26;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;2;8;M
35;41;18;25;Secondary;Higher;NotAtAll;At least once a week;Middle;Urban;4;16;M
43;46;21;24;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;4;22;M
28;32;23;28;Higher;Higher;onceAweek;onceAweek;Middle;Urban;2;4;F
42;50;20;23;Secondary;Higher;NotAtAll;At least once a week;Richest;Rural;2;21;M
29;30;21;22;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;1;7;M
43;44;27;27;Secondary;Higher;onceAweek;AlmostEveryday;Richer;Rural;3;15;F
38;42;20;99;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;18;F
31;33;21;99;Higher;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;9;M
49;53;24;29;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;24;M
39;43;25;30;Higher;Higher;NotAtAll;AlmostEveryday;Richer;Rural;2;13;M
44;46;29;31;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Rural;4;14;M
27;29;20;23;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;7;M
33;37;15;24;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;17;M
20;23;18;21;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Rural;1;2;M
32;31;25;24;Higher;Higher;LessThanOnceAweek;AlmostEveryday;Richer;Urban;2;6;M
40;46;18;24;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;4;22;F
36;40;17;22;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;3;18;M
28;30;23;25;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;5;M
48;53;19;24;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;3;29;F
37;32;23;19;Primary;Secondary;LessThanOnceAweek;NotAtAll;Middle;Urban;2;14;F
20;23;18;21;Secondary;Secondary;onceAweek;LessThanOnceAweek;Poorer;Urban;2;2;M
47;49;20;20;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;3;26;M
27;28;24;25;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;1;2;M
25;31;20;25;Secondary;Secondary;onceAweek;AlmostEveryday;Middle;Urban;1;5;M
42;45;17;20;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;25;M
27;34;22;29;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;5;F
33;33;28;29;Secondary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;4;F
27;37;18;29;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;2;8;F
35;39;24;29;Secondary;Secondary;NotAtAll;At least once a week;Richer;Urban;2;10;F
46;47;15;24;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;30;F
43;45;18;20;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;3;24;M
28;29;21;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;6;F
38;37;26;25;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;12;F
29;33;19;24;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;9;F
34;36;19;21;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;14;M
45;46;22;23;Primary;Secondary;NotAtAll;At least once a week;Middle;Rural;2;22;M
42;42;24;24;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;17;M
26;34;22;29;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;4;M
41;44;21;24;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;3;20;M
47;49;17;19;Primary;Primary;AlmostEveryday;NotAtAll;Poorer;Rural;2;30;M
27;29;24;26;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;3;M
32;35;21;25;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;10;F
32;31;18;25;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;13;M
30;35;22;28;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Rural;2;7;M
42;45;20;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;19;F
33;33;26;26;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Poorest;Rural;2;7;M
45;43;24;22;Secondary;Secondary;onceAweek;AlmostEveryday;Middle;Rural;3;19;F
21;19;20;18;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;1;1;M
23;31;21;30;Secondary;Higher;AlmostEveryday;AlmostEveryday;Middle;Rural;1;1;M
41;52;18;30;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;22;M
20;22;19;21;Secondary;Secondary;LessThanOnceAweek;LessThanOnceAweek;Poorer;Rural;1;1;M
35;36;34;35;Higher;Higher;onceAweek;AlmostEveryday;Richer;Rural;1;0;F
36;38;25;27;Secondary;Higher;onceAweek;AlmostEveryday;Richer;Urban;2;11;M
28;31;23;26;Higher;Higher;AlmostEveryday;At least once a week;Richest;Urban;2;5;M
29;28;27;26;Higher;Higher;AlmostEveryday;AlmostEveryday;Richer;Urban;1;2;F
28;26;26;24;Higher;Higher;NotAtAll;NotAtAll;Richer;Urban;2;2;F
22;32;18;28;Secondary;Secondary;AlmostEveryday;LessThanOnceAweek;Richer;Urban;2;4;F
40;45;25;23;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;1;15;F
37;34;31;26;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;6;M
33;36;18;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;14;F
33;38;16;22;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;16;F
33;34;19;21;Secondary;Higher;NotAtAll;NotAtAll;Poorer;Rural;3;13;F
45;47;22;24;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;4;21;M
48;50;34;27;Higher;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;14;M
43;46;19;23;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Rural;4;23;F
43;45;22;25;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;20;M
39;48;23;32;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;15;F
44;45;22;20;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;20;M
44;43;24;24;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Rural;4;19;M
34;36;23;26;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Rural;2;10;F
38;41;24;26;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;14;M
22;25;20;23;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;1;M
45;41;21;17;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;24;F
25;33;21;30;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;3;M
31;39;24;32;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Urban;2;7;F
49;50;17;29;No education;Primary;NotAtAll;NotAtAll;Poorer;Urban;8;24;F
46;50;22;26;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;2;24;F
29;36;25;32;Secondary;Primary;AlmostEveryday;AlmostEveryday;Poorer;Urban;1;4;F
40;40;21;21;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;2;19;F
41;42;19;20;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;3;22;M
28;33;19;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;4;9;F
37;43;31;38;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;5;F
43;47;25;30;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;2;17;M
35;40;22;27;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;12;M
41;40;27;24;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;3;14;F
30;29;26;25;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Urban;1;3;F
26;31;20;25;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Middle;Urban;2;6;M
34;35;26;27;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;8;M
40;48;18;26;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Urban;3;22;M
27;35;24;33;Secondary;Secondary;onceAweek;AlmostEveryday;Richest;Urban;2;2;F
27;31;23;27;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;4;M
34;34;22;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Urban;2;11;M
30;25;27;23;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;2;M
30;35;29;34;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;1;F
35;37;20;21;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;15;M
38;52;19;38;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;5;18;F
28;36;18;26;Secondary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;10;M
38;46;19;26;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;3;18;F
35;29;29;24;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;5;M
42;45;24;28;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;17;M
36;34;27;26;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;8;F
26;30;22;26;Higher;Secondary;AlmostEveryday;LessThanOnceAweek;Middle;Rural;1;3;F
32;34;25;27;Higher;Secondary;NotAtAll;NotAtAll;Middle;Rural;2;6;F
23;24;17;19;Secondary;Higher;NotAtAll;NotAtAll;Middle;Rural;1;5;F
36;43;28;35;Higher;Secondary;onceAweek;AlmostEveryday;Richest;Rural;2;8;M
38;47;21;25;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;4;17;F
32;34;25;22;Secondary;Primary;NotAtAll;AlmostEveryday;Poorest;Urban;1;6;F
45;46;32;33;Higher;Higher;NotAtAll;LessThanOnceAweek;Richest;Urban;3;13;F
37;45;32;29;Higher;Higher;AlmostEveryday;AlmostEveryday;Richer;Urban;2;5;M
47;48;18;19;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;8;29;M
22;20;20;19;Secondary;Secondary;AlmostEveryday;At least once a week;Poorest;Rural;1;2;F
31;35;15;19;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;15;M
37;38;19;28;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;18;F
43;45;22;24;Secondary;Secondary;NotAtAll;At least once a week;Middle;Rural;3;20;F
37;38;24;26;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;12;F
21;29;16;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;5;F
28;30;21;23;No education;No education;NotAtAll;NotAtAll;Poorest;Rural;3;6;F
37;35;31;27;No education;No education;NotAtAll;NotAtAll;Poorest;Rural;2;6;M
45;47;22;30;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;7;22;F
28;49;19;24;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;9;F
31;32;23;24;No education;No education;NotAtAll;NotAtAll;Poorest;Rural;2;7;M
32;34;20;21;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;6;12;F
27;33;17;23;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;10;M
39;50;19;30;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;20;M
25;34;17;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;7;M
43;49;24;30;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;19;M
38;40;17;21;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;8;21;F
29;31;24;27;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;5;M
40;43;19;22;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;5;21;F
29;37;22;30;Secondary;Primary;NotAtAll;At least once a week;Poorest;Urban;2;6;M
47;51;21;30;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;5;22;F
36;39;25;27;Secondary;Secondary;onceAweek;NotAtAll;Richer;Urban;1;11;F
40;41;18;19;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;21;F
33;37;19;24;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;1;13;M
39;41;20;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;18;M
46;52;22;28;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;23;M
46;44;24;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;21;F
23;24;18;24;Higher;Higher;AlmostEveryday;AlmostEveryday;Richer;Rural;2;4;M
26;31;18;23;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;8;M
44;46;19;22;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;24;F
24;25;23;24;Secondary;Secondary;onceAweek;onceAweek;Poorest;Rural;1;0;M
44;48;19;23;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;4;24;M
23;24;20;21;Higher;Higher;NotAtAll;LessThanOnceAweek;Poorer;Rural;1;2;F
43;49;24;30;Higher;Higher;AlmostEveryday;At least once a week;Richest;Urban;3;19;F
27;28;19;21;Secondary;Primary;onceAweek;NotAtAll;Poorer;Rural;2;7;M
37;36;29;29;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;7;M
43;44;20;21;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;23;M
25;27;21;23;Secondary;Secondary;onceAweek;AlmostEveryday;Middle;Rural;2;4;M
36;36;36;27;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;0;F
40;47;19;26;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;7;20;M
26;33;16;23;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;10;F
45;49;19;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;6;25;M
34;44;15;26;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;18;F
32;36;18;22;Secondary;Primary;LessThanOnceAweek;NotAtAll;Poorest;Rural;5;14;F
33;39;17;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;6;15;F
47;52;24;29;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;23;M
41;45;21;29;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;6;16;M
31;31;30;29;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;0;F
35;42;21;29;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;13;F
30;38;23;31;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;6;M
26;28;21;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;5;M
36;37;25;26;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;10;M
42;54;27;38;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;15;F
44;52;20;28;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;4;23;M
28;36;22;30;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;6;F
44;47;18;21;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;6;25;M
40;45;20;24;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;20;F
29;31;27;29;Higher;Higher;AlmostEveryday;AlmostEveryday;Poorest;Rural;2;2;F
30;32;24;27;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;5;M
35;43;23;31;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;12;F
29;32;18;21;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;11;F
27;27;27;27;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;0;F
36;35;25;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;9;M
36;43;17;23;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;6;19;M
32;31;27;25;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;5;M
43;43;30;29;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;13;F
40;52;20;32;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;9;20;M
28;34;18;25;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;5;F
26;31;21;26;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;5;F
36;33;18;15;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;12;F
37;33;19;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;10;F
48;54;23;24;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;25;F
47;53;13;26;Primary;No education;NotAtAll;NotAtAll;Poorest;Rural;7;33;M
28;33;22;27;Higher;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;5;M
34;35;22;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;11;M
48;52;28;32;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;7;18;M
37;53;16;31;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;21;F
29;30;19;20;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;9;M
22;22;21;21;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;0;M
30;39;18;26;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;11;M
29;35;17;23;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;9;M
49;52;24;28;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;24;F
35;35;26;26;Higher;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;9;M
47;50;20;24;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;26;F
37;44;25;32;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Urban;3;12;M
42;50;23;30;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;5;19;F
37;36;25;24;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Poorer;Urban;4;12;F
29;35;17;23;Secondary;Secondary;onceAweek;NotAtAll;Poorest;Urban;3;11;F
39;44;26;32;Secondary;Higher;NotAtAll;AlmostEveryday;Richer;Urban;2;12;F
40;44;24;28;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;15;F
36;46;17;28;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;5;18;F
35;41;21;26;Primary;Primary;NotAtAll;AlmostEveryday;Poorest;Rural;3;14;M
28;35;21;28;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richer;Rural;2;7;F
28;30;27;29;Higher;Higher;onceAweek;onceAweek;Poorer;Rural;1;0;M
